cid,month,spending,transaction
1001,3,113.27,39
1001,4,36.46,12
1001,5,173.63,30
1001,7,85.12,33
1001,8,61.61,26
1001,9,44.98,17
1001,11,385.37,44
1002,1,89.42,31
1002,2,74.74,57
1002,4,31.11,14
1002,5,287.28,51
1002,6,42.92,18
1002,8,147.37,27
1002,9,91.44,51
1002,10,107.17,32
1002,12,354.53,39
1003,1,38.13,22
1003,2,228.92,32
1003,3,130.79,28
1003,4,157.58,27
1003,8,160.44,31
1003,12,57.49,35
1004,1,104.09,23
1004,2,28.00,10
1004,4,266.80,34
1004,7,41.03,24
1004,8,50.53,27
1004,10,53.98,30
1004,12,43.36,33
1005,1,96.23,35
1005,2,120.85,28
1005,5,43.76,19
1005,6,37.99,18
1005,7,87.14,22
1005,8,40.17,20
1006,1,65.08,27
1006,2,82.78,25
1006,4,52.55,28
1006,7,38.51,18
1006,9,91.75,23
1006,11,136.02,26
1007,1,76.52,34
1007,2,80.37,26
1007,3,114.27,32
1007,4,56.50,18
1007,5,60.65,37
1007,7,52.48,20
1007,10,162.14,39
1007,11,107.62,42
1008,1,88.71,68
1008,3,114.44,24
1008,4,45.37,39
1008,5,188.28,40
1008,6,140.28,37
1008,7,192.33,36
1008,9,110.52,35
1008,10,201.43,36
1008,11,69.40,19
1008,12,163.12,62
1009,1,86.85,36
1009,2,54.33,23
1009,4,66.14,24
1009,7,154.48,42
1009,8,629.22,35
1009,11,76.10,20
1010,2,104.25,47
1010,3,85.12,23
1010,4,34.33,15
1010,8,105.01,25
1010,9,133.55,25
1010,11,43.40,21
1011,1,122.87,27
1011,3,75.47,33
1011,6,790.78,51
1011,8,76.77,30
1011,10,142.01,35
1011,11,52.89,22
1012,1,40.68,21
1012,3,173.32,26
1012,5,70.11,26
1012,6,171.72,25
1012,8,96.64,31
1012,9,57.24,23
1012,10,76.59,31
1012,12,52.26,56
1013,1,36.81,28
1013,2,87.33,21
1013,5,105.87,26
1013,6,194.06,31
1013,7,106.13,26
1013,9,110.03,31
1013,11,98.82,26
1014,1,314.70,54
1014,2,82.11,29
1014,6,120.18,28
1014,7,175.31,44
1014,8,82.69,20
1014,10,68.47,28
1014,11,106.26,28
1014,12,90.48,30
1015,3,86.32,32
1015,4,42.95,35
1015,5,70.30,21
1015,6,83.65,25
1015,7,110.99,27
1015,8,88.58,41
1015,9,138.87,23
1015,10,34.18,12
1015,12,125.48,23
1016,1,234.46,32
1016,2,58.09,40
1016,5,72.45,63
1016,7,32.70,34
1016,9,119.85,25
1016,10,70.42,41
1016,11,70.33,27
1016,12,71.57,28
1017,2,126.94,32
1017,3,89.29,39
1017,4,54.81,18
1017,5,342.07,30
1017,6,87.73,26
1017,7,69.36,30
1017,9,263.95,30
1017,10,90.82,28
1017,11,75.73,25
1017,12,58.92,47
1018,1,55.54,21
1018,2,109.85,35
1018,3,125.74,25
1018,5,75.73,34
1018,6,150.18,32
1018,7,90.24,58
1018,8,46.14,31
1018,10,35.65,22
1018,11,53.44,23
1019,1,109.78,25
1019,4,60.88,32
1019,5,51.48,19
1019,6,54.75,23
1019,7,41.28,26
1019,8,41.64,25
1019,9,148.78,31
1019,11,56.05,32
1019,12,78.18,29
1020,1,87.45,24
1020,2,82.02,21
1020,4,66.59,31
1020,5,94.68,34
1020,6,46.62,26
1020,8,189.21,31
1020,9,114.13,35
1020,10,218.37,32
1020,11,112.98,27
1021,2,99.63,23
1021,3,135.48,26
1021,4,169.19,32
1021,5,65.21,25
1021,6,101.89,30
1021,9,150.22,30
1021,10,93.14,35
1021,12,65.95,49
1022,1,53.19,23
1022,5,273.02,31
1022,7,46.59,17
1022,9,57.62,21
1022,11,113.38,26
1023,1,82.05,25
1023,2,57.21,20
1023,4,156.32,29
1023,5,221.75,35
1023,7,66.09,23
1023,8,299.75,33
1023,9,63.73,29
1023,10,137.24,26
1023,11,127.73,31
1023,12,110.13,30
1024,2,196.38,55
1024,3,131.43,28
1024,4,64.61,20
1024,8,62.55,24
1024,10,44.16,31
1024,11,51.82,28
1024,12,33.13,27
1025,1,59.74,18
1025,2,48.78,20
1025,5,80.63,23
1025,6,136.73,24
1025,7,43.31,14
1025,10,42.66,24
1025,11,108.25,34
1025,12,41.05,23
1026,2,184.32,31
1026,4,512.41,58
1026,5,29.36,38
1026,8,216.96,30
1026,9,58.14,29
1026,10,79.16,28
1026,11,154.08,52
1027,5,55.32,28
1027,6,43.37,32
1027,7,54.70,17
1027,8,47.91,26
1027,9,35.39,21
1027,11,208.24,29
1027,12,76.63,28
1028,3,117.30,25
1028,4,93.65,35
1028,5,77.03,37
1028,7,33.16,16
1028,8,88.89,27
1028,10,82.63,30
1028,12,62.45,34
1029,1,116.63,28
1029,2,149.96,40
1029,3,123.84,34
1029,4,67.79,27
1029,5,190.32,50
1029,7,71.40,36
1029,8,70.92,31
1029,12,177.47,30
1030,1,45.21,20
1030,2,41.85,26
1030,3,68.41,25
1030,4,70.22,27
1030,6,126.45,32
1030,7,48.26,21
1030,8,73.89,26
1030,9,145.51,26
1030,11,86.80,33
1030,12,145.96,31
1031,1,95.37,29
1031,2,92.56,46
1031,3,82.60,24
1031,4,88.09,25
1031,5,38.45,21
1031,6,77.05,22
1031,8,152.77,42
1031,9,72.34,34
1031,10,106.20,46
1031,11,241.74,34
1032,1,39.77,21
1032,3,61.94,19
1032,4,137.35,31
1032,6,32.34,45
1032,7,104.61,25
1032,8,126.82,30
1032,9,109.16,33
1032,10,48.81,19
1032,11,64.63,27
1032,12,100.19,29
1033,1,51.43,36
1033,2,103.21,38
1033,6,92.84,28
1033,10,68.59,39
1033,11,98.34,29
1033,12,187.62,38
1034,2,111.05,45
1034,3,202.32,28
1034,4,132.24,38
1034,5,93.06,26
1034,6,147.43,29
1034,7,57.19,18
1034,8,73.29,29
1034,9,68.12,23
1034,10,58.95,33
1034,11,92.52,23
1034,12,81.21,27
1035,2,40.59,17
1035,4,47.46,16
1035,5,99.09,79
1035,6,257.74,28
1035,10,109.43,27
1035,12,63.62,20
1036,2,34.95,15
1036,3,141.52,35
1036,4,37.32,15
1036,5,49.96,21
1036,12,111.59,44
1037,1,120.36,31
1037,3,64.62,27
1037,4,134.11,28
1037,5,67.27,27
1037,6,93.88,25
1037,7,164.26,26
1037,11,72.22,22
1037,12,105.18,35
1038,3,115.38,41
1038,5,115.94,28
1038,6,72.32,31
1038,7,81.20,26
1038,8,76.60,36
1038,9,78.95,35
1038,11,72.87,32
1038,12,58.07,25
1039,1,136.68,41
1039,5,61.81,31
1039,7,45.81,16
1039,8,69.96,27
1039,9,120.38,22
1039,10,105.19,25
1040,1,54.54,22
1040,5,110.31,35
1040,6,83.82,31
1040,7,65.91,22
1040,8,56.60,22
1040,10,54.46,19
1040,11,46.19,18
1041,3,40.48,30
1041,6,103.94,26
1041,7,56.22,22
1041,12,253.55,31
1042,2,102.15,28
1042,3,65.23,34
1042,4,59.77,41
1042,5,50.29,16
1042,8,43.11,66
1042,10,57.82,25
1042,11,48.61,16
1043,7,79.28,39
1043,8,38.61,43
1043,9,71.50,33
1043,11,82.45,23
1043,12,125.85,33
1044,1,35.38,23
1044,2,80.25,38
1044,4,52.90,20
1044,5,42.18,24
1044,9,69.77,36
1044,11,75.90,25
1044,12,101.91,21
1045,3,102.39,28
1045,4,196.72,36
1045,7,47.67,20
1045,9,77.89,35
1045,10,112.96,34
1045,11,193.22,25
1045,12,59.47,29
1046,3,149.50,38
1046,4,79.70,25
1046,8,57.82,25
1046,10,133.77,65
1046,12,51.12,17
1047,2,45.18,22
1047,3,82.17,36
1047,4,49.08,21
1047,6,95.55,24
1047,7,57.96,21
1047,9,114.00,33
1047,11,147.87,28
1048,1,77.46,27
1048,2,110.67,43
1048,3,83.69,20
1048,5,92.71,31
1048,6,200.95,29
1048,7,83.99,23
1048,9,414.79,29
1048,11,891.85,40
1048,12,78.60,31
1049,2,99.52,26
1049,5,84.79,30
1049,6,142.66,29
1049,11,53.41,26
1049,12,149.65,43
1050,1,68.36,29
1050,2,66.68,20
1050,3,88.78,41
1050,4,67.01,32
1050,5,87.57,37
1050,7,113.26,36
1050,9,121.99,26
1050,10,73.70,37
1050,11,76.35,22
1050,12,138.79,40
1051,3,35.92,28
1051,4,93.04,33
1051,6,96.10,26
1051,7,91.98,27
1051,8,85.49,33
1051,9,93.17,27
1052,1,102.23,26
1052,4,82.47,24
1052,7,68.27,19
1052,8,57.52,21
1052,9,93.43,35
1052,12,66.90,30
1053,4,295.87,39
1053,5,77.38,26
1053,7,632.62,46
1053,9,288.08,35
1053,10,35.13,19
1053,12,75.26,21
1054,1,66.99,20
1054,2,49.77,33
1054,4,44.87,22
1054,5,65.84,39
1054,7,39.65,28
1054,8,37.73,24
1054,11,100.81,34
1054,12,99.60,22
1055,1,828.63,34
1055,2,389.77,34
1055,3,182.29,35
1055,5,79.57,21
1055,6,73.74,22
1055,8,75.63,28
1055,10,109.19,29
1055,11,183.61,29
1055,12,105.17,43
1056,2,115.49,52
1056,9,151.22,24
1056,10,50.34,17
1056,12,37.05,20
1057,2,107.07,25
1057,4,142.00,30
1057,5,134.04,24
1057,6,70.42,21
1057,7,102.52,45
1057,9,269.99,29
1057,11,114.96,28
1057,12,89.19,26
1058,2,128.38,29
1058,4,65.10,22
1058,6,408.07,54
1058,8,105.06,36
1058,9,79.21,22
1058,10,133.39,27
1058,11,89.06,21
1058,12,63.60,19
1059,2,132.30,48
1059,3,58.51,27
1059,4,49.28,17
1059,7,71.17,28
1059,9,299.18,31
1059,10,404.38,42
1059,12,33.06,12
1060,1,102.91,31
1060,2,54.97,29
1060,3,92.41,29
1060,6,59.83,56
1060,8,49.36,32
1060,9,95.79,33
1060,12,138.24,29
1061,2,145.94,24
1061,3,106.03,30
1061,9,111.83,29
1061,10,51.03,20
1061,11,55.63,33
1061,12,160.70,46
1062,4,74.80,20
1062,5,57.17,20
1062,6,111.29,29
1062,7,46.63,36
1062,8,29.18,8
1062,9,104.24,26
1062,11,116.41,62
1063,1,43.38,19
1063,3,87.25,21
1063,5,49.21,20
1063,7,77.81,46
1063,8,50.74,27
1063,9,50.84,28
1063,10,71.96,33
1063,11,40.30,30
1064,1,86.02,38
1064,2,52.50,31
1064,3,63.38,21
1064,4,83.15,32
1064,6,54.70,21
1064,8,138.08,42
1064,9,238.19,46
1064,10,64.00,27
1065,1,94.89,41
1065,2,65.40,35
1065,3,178.87,25
1065,4,64.04,34
1065,5,280.80,33
1065,6,50.83,24
1065,7,60.59,35
1065,8,123.46,23
1065,9,68.28,24
1065,10,81.52,27
1065,11,97.03,43
1065,12,259.03,32
1066,1,64.89,19
1066,4,152.57,46
1066,7,56.24,20
1066,10,63.04,30
1066,11,71.58,44
1066,12,48.62,25
1067,3,83.53,35
1067,4,147.99,25
1067,5,50.92,26
1067,7,79.05,30
1067,9,56.96,19
1067,10,49.07,16
1067,11,41.41,32
1068,1,219.34,29
1068,2,68.61,22
1068,3,57.60,25
1068,5,36.34,14
1068,6,83.32,45
1068,7,77.08,23
1068,8,64.38,33
1068,9,38.71,19
1068,10,51.80,24
1068,11,67.25,29
1068,12,134.31,27
1069,2,76.63,31
1069,3,43.23,22
1069,4,129.37,35
1069,5,152.94,27
1069,6,58.16,24
1069,7,85.48,21
1069,10,53.63,37
1069,12,250.49,63
1070,1,133.86,29
1070,3,219.05,45
1070,4,314.21,49
1070,12,86.37,24
1071,2,134.48,27
1071,3,98.88,36
1071,5,266.38,37
1071,6,100.54,24
1071,7,164.56,44
1071,8,52.02,32
1071,9,41.68,17
1071,10,53.04,31
1071,11,54.74,26
1071,12,51.71,32
1072,1,142.40,34
1072,2,93.64,26
1072,5,108.03,23
1072,6,158.39,29
1072,7,74.00,32
1072,10,73.99,32
1072,11,295.67,28
1073,2,98.56,29
1073,3,116.07,39
1073,4,53.47,21
1073,6,73.69,26
1073,7,77.26,23
1073,9,51.08,18
1073,11,51.62,29
1073,12,92.46,33
1074,1,78.43,28
1074,2,47.68,16
1074,3,68.29,30
1074,4,44.11,54
1074,5,42.77,22
1074,9,41.21,27
1074,10,75.53,20
1075,3,290.41,28
1075,5,37.18,14
1075,6,43.24,26
1075,7,135.32,31
1075,11,39.47,18
1075,12,218.80,50
1076,2,267.27,60
1076,5,251.55,51
1076,6,68.74,31
1076,7,88.89,23
1076,10,88.66,33
1077,1,386.29,31
1077,3,79.40,22
1077,4,137.65,35
1077,5,46.37,24
1077,6,58.96,23
1077,7,62.49,25
1077,9,267.80,33
1077,10,91.62,39
1078,1,116.91,26
1078,2,65.88,38
1078,5,42.91,37
1078,6,103.39,35
1078,7,70.55,28
1078,9,72.80,29
1078,10,107.25,43
1078,11,84.89,50
1079,1,57.11,27
1079,2,63.49,32
1079,4,39.90,29
1079,6,160.32,25
1079,7,77.77,37
1079,9,94.17,32
1079,11,61.86,23
1079,12,82.67,28
1080,1,98.62,27
1080,2,49.27,29
1080,3,162.68,42
1080,5,57.84,26
1080,6,57.41,36
1080,7,40.43,18
1080,8,127.99,35
1081,1,82.68,26
1081,3,127.23,30
1081,4,62.11,19
1081,6,70.80,24
1081,7,70.26,22
1081,8,46.13,18
1081,10,378.72,44
1081,11,46.53,29
1081,12,52.65,24
1082,2,58.24,18
1082,7,63.97,30
1082,9,413.96,32
1082,10,69.88,37
1082,11,106.40,27
1083,1,277.78,28
1083,3,89.56,21
1083,4,39.60,15
1083,6,45.39,16
1083,7,265.64,37
1083,8,36.89,13
1083,11,162.45,30
1083,12,129.50,24
1084,2,196.31,29
1084,3,48.53,35
1084,5,347.76,35
1084,7,90.35,26
1084,8,54.36,19
1084,11,44.87,16
1084,12,73.34,22
1085,1,356.60,42
1085,3,104.26,30
1085,5,73.72,34
1085,6,59.17,19
1085,7,99.70,32
1085,8,51.15,25
1085,9,147.76,32
1086,2,60.80,22
1086,3,93.77,25
1086,4,83.93,20
1086,5,57.72,23
1086,6,96.01,32
1086,7,59.54,18
1086,8,1580.30,36
1086,9,222.27,27
1086,11,40.46,16
1087,4,320.03,43
1087,6,52.28,29
1087,7,123.89,27
1087,10,145.60,37
1087,11,180.67,57
1087,12,140.03,63
1088,1,53.24,25
1088,3,86.87,24
1088,7,63.13,22
1088,8,65.89,24
1088,9,54.98,25
1088,10,121.23,28
1088,12,39.58,25
1089,1,82.14,27
1089,2,50.51,23
1089,3,186.74,43
1089,4,32.64,37
1089,6,109.36,29
1089,7,298.47,41
1089,10,66.76,20
1089,12,64.37,33
1090,2,131.19,25
1090,3,37.11,20
1090,6,88.74,29
1090,7,40.14,33
1090,10,129.82,27
1090,11,101.43,34
1090,12,65.54,57
1091,1,66.36,28
1091,2,66.73,22
1091,3,96.83,35
1091,4,80.72,28
1091,6,97.40,28
1091,7,46.67,21
1091,8,86.84,25
1091,11,70.97,23
1092,1,62.67,37
1092,2,65.01,18
1092,3,168.67,28
1092,4,60.42,40
1092,6,47.92,16
1092,8,76.16,26
1092,9,74.46,35
1092,10,43.84,19
1092,11,61.70,31
1092,12,70.11,23
1093,1,149.88,25
1093,2,56.01,25
1093,4,230.75,45
1093,5,98.87,24
1093,7,51.50,25
1093,8,69.65,20
1093,9,74.48,31
1093,10,59.48,46
1093,11,151.05,32
1093,12,56.47,18
1094,1,83.15,39
1094,2,83.82,34
1094,4,61.38,19
1094,6,146.83,25
1094,7,167.68,34
1094,9,60.16,28
1094,11,52.90,55
1094,12,57.46,45
1095,2,48.72,28
1095,3,48.24,54
1095,4,96.67,29
1095,6,88.11,26
1095,7,90.07,29
1095,9,69.73,19
1095,10,102.04,25
1095,11,57.56,29
1095,12,94.38,28
1096,2,107.13,41
1096,3,112.45,34
1096,4,59.09,29
1096,6,167.36,26
1096,7,77.11,25
1096,8,70.12,38
1096,10,367.78,40
1097,1,39.25,16
1097,2,120.24,33
1097,4,240.19,61
1097,5,34.30,11
1097,7,210.40,28
1097,9,86.72,29
1097,10,84.36,20
1098,1,143.09,28
1098,2,133.08,40
1098,3,44.02,19
1098,4,52.93,34
1098,7,59.24,33
1098,9,189.40,47
1098,10,38.83,32
1098,11,58.49,21
1098,12,53.39,42
1099,2,101.15,32
1099,6,66.34,37
1099,7,99.70,27
1099,8,280.23,40
1099,9,110.66,35
1099,11,266.55,29
1100,1,69.32,23
1100,2,35.07,15
1100,3,104.11,48
1100,8,48.26,16
1100,9,142.29,36
1100,10,140.41,24
1100,12,95.23,55
1101,2,52.68,23
1101,4,55.01,19
1101,5,94.68,23
1101,6,50.13,25
1101,7,84.02,24
1101,9,59.63,29
1101,10,164.34,38
1101,11,81.91,21
1102,1,78.33,31
1102,2,203.37,30
1102,5,40.09,47
1102,6,68.38,21
1102,7,42.62,26
1102,9,66.90,24
1102,12,33.18,15
1103,2,48.06,26
1103,4,55.26,29
1103,6,80.22,26
1103,7,34.46,15
1103,8,75.58,25
1103,9,71.69,27
1103,11,71.42,23
1103,12,34.84,17
1104,2,71.69,29
1104,3,87.54,34
1104,4,61.29,18
1104,5,244.99,37
1104,6,54.52,25
1104,8,169.64,25
1104,10,37.80,26
1104,11,47.83,19
1104,12,73.00,39
1105,2,92.16,25
1105,5,46.09,37
1105,6,62.57,36
1105,7,157.93,31
1105,9,222.65,32
1105,12,84.46,22
1106,1,159.67,26
1106,3,42.13,17
1106,4,170.34,37
1106,5,123.85,28
1106,7,34.72,18
1106,9,56.56,38
1106,10,47.25,18
1106,11,108.74,27
1107,2,87.84,36
1107,4,90.70,38
1107,5,38.35,17
1107,6,92.50,25
1107,10,140.71,43
1108,1,90.77,24
1108,2,136.92,27
1108,3,60.25,25
1108,9,89.64,73
1108,11,46.82,37
1108,12,56.95,26
1109,1,52.85,29
1109,2,84.17,32
1109,3,93.10,31
1109,5,34.60,12
1109,7,205.59,49
1109,8,39.98,24
1109,9,169.94,36
1109,10,36.63,25
1109,11,58.52,20
1110,2,193.07,27
1110,3,70.71,26
1110,5,107.60,29
1110,7,96.96,26
1110,8,94.53,56
1110,10,115.15,28
1110,11,66.85,20
1111,2,83.58,22
1111,5,194.05,45
1111,6,41.96,14
1111,7,56.83,22
1111,8,59.94,27
1111,9,139.60,36
1111,10,44.25,19
1111,11,91.85,33
1112,1,283.01,80
1112,3,37.54,22
1112,4,99.56,24
1112,5,83.79,37
1112,6,98.85,28
1112,7,60.76,23
1112,9,34.73,18
1112,10,61.30,17
1112,11,180.28,27
1112,12,76.25,24
1113,1,153.88,40
1113,3,99.92,34
1113,6,107.49,30
1113,9,120.17,37
1113,12,70.69,26
1114,1,77.42,26
1114,4,39.45,30
1114,6,350.75,43
1114,8,65.02,33
1114,9,56.48,23
1114,11,31.07,16
1114,12,44.57,56
1115,1,101.39,30
1115,2,38.99,20
1115,6,55.76,21
1115,7,49.20,26
1115,8,91.87,34
1115,9,62.40,36
1115,11,73.72,32
1116,4,42.27,28
1116,6,69.44,44
1116,7,106.48,28
1116,12,47.59,24
1117,1,72.48,27
1117,3,57.05,26
1117,5,124.81,36
1117,7,67.11,45
1117,11,82.22,24
1117,12,117.24,33
1118,2,172.15,26
1118,3,29.73,9
1118,4,93.18,23
1118,6,65.72,18
1118,7,82.87,30
1118,8,100.25,23
1118,9,69.21,21
1118,10,50.03,31
1118,11,160.04,33
1118,12,126.07,31
1119,5,57.89,26
1119,6,66.08,19
1119,7,73.52,28
1119,10,88.19,47
1119,12,45.55,17
1120,1,73.76,23
1120,3,46.27,20
1120,5,60.93,29
1120,6,136.39,27
1120,7,55.43,21
1120,10,142.64,34
1120,11,94.07,28
1121,1,102.65,52
1121,2,41.00,32
1121,3,95.60,23
1121,5,163.17,43
1121,7,63.98,31
1121,8,51.71,21
1121,9,411.85,35
1121,10,488.01,35
1121,11,76.79,30
1122,1,99.86,23
1122,2,125.92,32
1122,3,59.72,40
1122,9,91.36,24
1122,10,108.11,35
1122,11,75.86,41
1122,12,39.74,19
1123,1,78.37,24
1123,2,52.92,28
1123,3,141.77,43
1123,6,54.36,28
1123,7,43.12,20
1123,8,104.89,44
1123,9,62.32,27
1123,11,56.27,27
1124,1,42.65,15
1124,4,48.34,59
1124,7,363.57,29
1124,11,301.25,37
1124,12,150.72,38
1125,1,504.98,41
1125,3,140.29,25
1125,4,63.09,20
1125,6,61.86,21
1125,7,116.73,32
1125,9,150.15,29
1125,11,67.99,24
1126,3,48.44,35
1126,4,75.33,22
1126,5,41.08,21
1126,9,98.96,32
1126,10,209.93,44
1126,11,41.83,23
1126,12,52.49,19
1127,1,117.64,29
1127,2,50.51,25
1127,4,81.14,29
1127,5,70.11,25
1127,6,152.29,49
1127,7,77.27,26
1128,1,60.04,40
1128,2,95.12,27
1128,4,347.83,35
1128,5,50.41,39
1128,7,120.46,23
1128,8,90.32,35
1128,10,56.68,20
1128,12,43.07,47
1129,1,55.51,35
1129,2,109.52,36
1129,3,45.74,34
1129,6,47.79,27
1129,10,41.34,24
1129,11,66.40,22
1130,3,53.66,53
1130,4,40.70,25
1130,6,55.52,24
1130,9,93.19,31
1130,11,207.10,37
1130,12,42.05,20
1131,1,89.13,39
1131,2,55.21,31
1131,3,83.37,34
1131,4,66.24,36
1131,7,92.43,31
1131,11,78.84,33
1132,1,132.15,39
1132,2,56.78,29
1132,4,83.23,24
1132,5,88.09,22
1132,6,75.86,28
1132,7,116.64,32
1132,11,42.52,15
1133,1,101.12,26
1133,3,149.91,31
1133,4,51.01,16
1133,5,42.41,31
1133,6,40.74,16
1133,8,99.04,27
1133,9,90.94,34
1133,11,38.53,24
1134,2,71.22,32
1134,4,647.92,44
1134,5,45.66,17
1134,6,76.39,28
1134,7,99.13,23
1134,10,381.98,29
1134,11,57.83,23
1134,12,83.68,21
1135,2,50.21,26
1135,3,60.63,23
1135,4,112.30,23
1135,5,76.37,37
1135,7,65.98,19
1135,8,137.44,38
1135,9,44.05,27
1135,10,108.57,52
1136,2,76.11,37
1136,3,70.37,20
1136,5,55.57,36
1136,7,199.79,27
1136,9,52.68,23
1136,11,154.53,30
1136,12,40.10,24
1137,1,59.54,25
1137,2,120.56,34
1137,4,150.78,30
1137,6,38.18,17
1137,7,105.29,44
1137,10,57.09,18
1137,11,62.76,31
1137,12,54.64,19
1138,2,97.09,28
1138,4,59.78,30
1138,5,60.87,25
1138,6,44.18,29
1138,7,109.50,36
1138,8,129.56,24
1138,9,77.75,29
1138,10,117.00,37
1138,12,97.32,24
1139,1,213.48,34
1139,2,65.75,34
1139,3,91.35,27
1139,4,64.31,19
1139,5,236.69,29
1139,6,65.98,29
1139,8,111.30,33
1139,9,38.10,15
1139,10,48.17,22
1139,11,91.49,37
1139,12,89.96,22
1140,2,82.38,26
1140,3,121.66,31
1140,4,80.76,26
1140,5,211.14,31
1140,6,64.21,24
1140,7,93.49,28
1140,8,79.29,23
1140,9,67.15,22
1140,10,94.86,21
1140,11,237.76,36
1140,12,129.64,38
1141,1,115.76,44
1141,3,55.34,37
1141,4,53.79,28
1141,6,47.43,21
1141,7,47.05,60
1141,11,36.43,14
1141,12,305.94,34
1142,1,59.84,19
1142,2,177.18,45
1142,4,200.29,39
1142,6,262.63,49
1142,7,67.27,27
1142,9,88.10,47
1142,10,83.74,27
1142,11,95.83,34
1142,12,92.59,28
1143,1,123.29,27
1143,2,58.84,20
1143,3,123.91,30
1143,4,131.68,32
1143,7,72.64,30
1143,8,56.80,23
1143,10,34.03,27
1144,1,179.69,31
1144,3,101.64,43
1144,4,35.00,27
1144,5,50.92,64
1144,8,100.29,34
1144,9,67.14,28
1144,10,79.65,24
1144,12,60.53,22
1145,1,52.93,17
1145,3,61.58,46
1145,4,79.07,22
1145,6,96.49,34
1145,8,73.64,37
1145,9,142.11,23
1145,11,109.33,33
1145,12,70.92,37
1146,1,102.19,35
1146,6,198.28,25
1146,7,53.71,28
1146,8,176.75,27
1146,11,77.31,29
1146,12,93.50,22
1147,2,84.13,31
1147,4,151.26,46
1147,5,231.36,30
1147,6,43.21,24
1147,7,75.91,36
1147,10,81.11,24
1147,11,43.28,16
1148,2,70.50,53
1148,3,31.05,17
1148,4,183.48,34
1148,5,74.38,33
1148,6,100.32,23
1148,8,30.75,30
1148,9,104.34,37
1148,11,166.14,25
1148,12,241.74,37
1149,2,98.89,24
1149,3,102.13,32
1149,4,54.87,34
1149,5,85.49,25
1149,6,112.78,22
1149,7,153.85,28
1149,10,59.90,48
1149,12,142.68,25
1150,2,34.24,24
1150,3,153.33,41
1150,4,71.13,23
1150,5,97.53,21
1150,7,80.61,38
1150,10,290.04,52
1151,2,88.74,31
1151,3,91.05,24
1151,4,60.57,21
1151,5,177.32,31
1151,6,37.52,15
1151,7,41.38,17
1151,11,39.57,18
1151,12,76.90,46
1152,3,37.63,18
1152,4,45.63,17
1152,5,59.30,19
1152,7,62.23,19
1152,8,65.83,19
1152,10,96.03,25
1153,2,57.11,28
1153,3,135.84,26
1153,4,73.33,19
1153,5,216.08,27
1153,6,134.98,40
1153,10,50.66,39
1154,1,160.71,30
1154,2,64.59,33
1154,3,41.28,17
1154,6,52.99,24
1154,7,44.26,26
1154,8,50.41,24
1154,9,172.36,35
1154,11,189.63,32
1155,1,41.75,28
1155,2,267.47,28
1155,3,72.96,35
1155,4,128.13,28
1155,5,88.57,26
1155,8,67.03,43
1155,9,224.25,39
1155,10,107.76,34
1155,11,56.43,26
1156,1,352.08,39
1156,2,109.50,29
1156,3,217.42,28
1156,4,205.74,38
1156,5,77.99,23
1156,6,137.64,29
1156,8,104.02,56
1156,10,92.86,30
1156,11,43.26,21
1156,12,62.53,22
1157,1,51.98,35
1157,3,32.73,13
1157,5,76.89,43
1157,6,64.45,26
1157,7,103.67,37
1157,8,48.23,25
1157,9,125.83,91
1157,10,44.14,22
1157,12,124.36,33
1158,1,99.27,28
1158,4,247.34,31
1158,6,81.63,23
1158,8,53.27,30
1158,9,55.46,25
1158,10,196.62,26
1158,11,35.59,24
1159,2,48.12,15
1159,3,31.08,12
1159,4,86.14,21
1159,5,60.57,39
1159,6,125.23,26
1159,8,245.42,30
1159,9,101.20,64
1159,10,192.91,33
1159,12,42.31,24
1160,1,71.75,31
1160,2,89.53,24
1160,5,56.68,21
1160,6,51.62,25
1160,8,137.44,24
1160,9,72.11,27
1160,10,138.79,27
1160,11,68.72,28
1161,2,62.34,19
1161,3,152.21,44
1161,4,26.66,4
1161,5,81.17,28
1161,6,41.61,23
1161,7,83.93,46
1161,8,118.90,27
1161,10,160.20,25
1161,11,109.47,49
1162,1,72.18,42
1162,5,120.62,44
1162,6,113.53,36
1162,7,365.95,31
1162,9,111.82,26
1162,12,48.32,17
1163,1,71.01,29
1163,3,127.98,41
1163,5,56.40,34
1163,6,257.79,37
1163,7,39.13,29
1163,8,54.70,18
1163,10,56.29,30
1163,11,116.90,32
1163,12,59.49,38
1164,5,48.71,18
1164,7,55.82,34
1164,8,45.20,15
1164,11,50.13,18
1165,1,125.36,31
1165,4,44.83,21
1165,6,73.61,30
1165,7,53.85,28
1165,8,239.67,28
1165,9,78.36,25
1165,10,74.62,31
1165,11,88.23,34
1166,1,95.30,25
1166,3,78.23,20
1166,7,191.45,52
1166,8,65.55,20
1166,9,32.10,16
1166,12,94.54,30
1167,1,56.22,28
1167,2,68.54,30
1167,3,70.22,37
1167,4,75.72,27
1167,7,60.32,20
1167,8,46.09,25
1167,9,97.15,27
1167,10,150.37,52
1167,11,65.22,18
1168,1,117.89,31
1168,2,48.64,19
1168,3,142.59,44
1168,5,84.99,22
1168,8,122.37,23
1168,10,76.46,26
1168,11,30.34,49
1168,12,131.73,33
1169,1,60.48,30
1169,3,52.33,24
1169,5,58.35,32
1169,6,141.65,24
1169,7,216.16,46
1169,8,361.82,40
1169,9,77.19,20
1169,10,60.53,20
1169,11,88.59,25
1169,12,94.96,22
1170,1,68.91,37
1170,3,68.93,23
1170,4,76.47,23
1170,5,66.63,24
1170,6,69.35,49
